Index,Artist,Title,Mood,Lyrics
By all this bullshit going down, ooh

Time is truly wastin', there's no guarantee, yeah
Smile is in the makin', we got to fight the powers that be
Fight it baby, yeah, woo, hey, even you and I can fight the power
Fight it, fight the power"

ML915,Jose Jose,O Tu O Yo,neg,"Voy a poner cadenas en ti
para que no me engaí±es,
para que no te vayas de mi
en busca de otro amante.

Voy a cerrar las puertas y así_,
conseguirí© guardarte,
intentarí© que seas feliz,
para que no te escapes.

Lo siento mucho mujer,
no quiero perderte,
estoy amarrado a ti,
comprí©ndelo amor,
no puedo dejarte ir.

Se que no soy el mejor,
que soy un fracaso
por eso te guardo aquí_,
comprí©ndelo amor,
comprí©ndelo.

Y es que la vida es así_, o tí_ o yo
y es que la vida es así_, o tí_ o yo,
y es que la vida es así_, o tí_ o yo
y es que comprí©ndelo amor, o tí_ o yo.

Voy a intentar que veas en mi,
al hombre de tus sueí±os,
voy a buscar un modo de ser
que nunca te de miedo.

Voy a cerrar las puertas y así_,
conseguirí© guardarte,
intentarí© que seas feliz,
para que no te escapes.

Lo siento mucho mujer,
no quiero perderte,
estoy amarrado a ti,
comprí©ndelo amor,
no puedo dejarte ir.

Se que no soy el mejor,
que soy un fracaso
por eso te guardo aquí_,
comprí©ndelo amor,
comprí©ndelo.

Y es que la vida es así_, o tí_ o yo
y es que la vida es así_, o tí_ o yo,
y es que la vida es así_, o tí_ o yo
y es que comprí©ndelo amor, o tí_ o yo.

Y es que la vida es así_, o tí_ o yo
y es que la vida es así_, o tí_ o yo,
y es que la vida es así_, o tí_ o yo
y es que comprí©ndelo amor, o tí_ o yo."

ML923,Frederick Knight,I've Been Lonely For So Long,neg,"I've been lonely for so long
Don't seem like happiness will come along
I've been lonely for so long
Don't seem like happiness will come along

These ain't rain clouds over my head
Everybody's throwing rocks in my bed
Just can't seem to get ahead in life
Ooh, nothin' I do ever turn out for the right

Won't somebody help me please

'Cause I've been lonely for so long
Don't seem like happiness will come along
I've been lonely for so long
Don't seem like happiness will come along

I lay awake every night
Tryin' to figure out how to make things right
There's got to be a better way I know
To shake this monkey off 'cause he's makin' me so

Won't somebody help me please

'Cause I've been ooh, lonely for so long
Don't seem like happiness will come along
I've been lonely so long
Don't seem like happiness will come along

Yes, I know what it feels like to be lonely
To have your friends turn their backs on you
To never know the real meaning
Of peace of mind, oh

Just can't seem to get ahead in life
Ooh, nothin' I do ever turn out for the right

Won't somebody help me please

'Cause I've been lonely for so long
Don't seem like happiness will come along
I've been lonely for so long
Don't seem like happiness will come along

I've been down so long
I've been down so long
I've been down so long
I've been down so long

I get lonely, I get lonely
I get lonely, I get lonely
I get lonely, lonely"

ML932,Barry Manilow,Can't Smile Without You,neg,"You know I can't smile without you
I can't smile without you
I can't laugh and I can't sing
I'm findin' it hard to do anything

You see I feel sad when you're sad
I feel glad when you're glad
If you only knew what I'm goin' through
I just can't smile without you

You came along just like a song
And brightened my day
Who'da believed that you were part of a dream?
Now it all seems light years away

And now you know I can't smile without you
I can't smile without you
I can't laugh and I can't sing
I'm findin' it hard to do anything

You see, I feel sad when you're sad
I feel glad when you're glad
If you only knew what I'm goin' through
I just can't smile without you

Now some people say happiness takes so very long to find
Well I'm finding it hard leavin' your love behind me

And you see I can't smile without you
I can't smile without you
I can't laugh and I can't sing
I'm findin' it hard to do anything

You see I feel glad when you're glad
I feel sad when you're sad
If you only knew what I'm goin' through
I just can't smile without you... you... lalalala"

ML936,Sammy Hagar,Baby's On Fire,neg,"Her love is red hot when she comes undone
Never thought gettin' burned could be so much fun
Always comin' up with something new
Yeah, that woman taught me a thing or two

She's on fire
My baby's on fire

We go out driving in my 6.6, yeah
Bypass the city, head straight for the sticks
Shut off the lights, turn off the key
No sooner set the brake, she jumps on top of me

She's on fire
My baby's on fire

Now let it burn
Ooh, yeah
I like it hot

She's on fire
My baby's on fire

No time for friends, no time for rest
Straight home from school, she starts to get undressed
It's five below but it's hot down here, ooh
I get so hot every time she comes near

Turned on to love like it's the latest style
I get response from just a look with a smile
She's like a bomb that's about to explode
Just one touch and she begins to unload

She's on fire, whoo
My baby's on fire, oh yeah
She takes me higher
My baby's on fire, ow

She's on fire
My baby's on fire, yeah, I like it hot
She's on fire, whoo
My baby's on fire
Oh, now let it burn, ow"

ML939,Muse,Stockholm Syndrome,neg,"I won't stand in your way
Let your hatred grow
And she'll scream and she'll shout and she'll pray
And she had a name
Yeah, she had a name

And I won't hold you back
Let your anger rise
And we'll fly and we'll fall and we'll burn
And no one will recall
No one will recall

This is the last time I'll abandon you
And this is
The last time I'll forget you
I wish I could

Look to the stars
And let hope burn in your eyes
And we'll love and we'll hate and we'll die
All to no avail
All to no avail

This is the last time I'll abandon you
And this is
The last time I'll forget you
I wish I could

This is the last time
I'll abandon you
And this is
The last time I'll forget you
I wish I could
I wish I could"

ML941,Los Alegres De Teran,Hermosisimo Lucero,neg,"A donde te hayas hermosisimo lucero
A quien estas iluminíçndole la vida
Mientras que yo aquí_ sin ti soy mula sin arriero
Muerta de sed por los caminos de la vida

Quisiera ser aquella nube pasajera
Para buscarte en lugares que me ofendes
Quisiera estar en donde estas ahorita mismo
Para arrancarte de los brazos en donde duermes

Tu eres el sol con que se alumbra mi existir
Tu eres el agua con que se apaga mi sed
Tu eres el aire que respiro pa vivir
Tu eres la tierra donde al fin descansare

Si me emborracho pa olvidarte ni te olvido
Es que en el fondo de mi copa te estoy viendo
Y en el fondo de la copa tu te burlas
Con esa risa que me mata el pensamiento

Tu eres el sol con que se alumbra mi existir
Tu eres el agua con que se apaga mi sed
Tu eres el aire que respiro pa vivir
Tu eres la tierra donde al fin descansare"

ML951,Reckless Kelly,Some People's Kids,neg,"Her daddy told her all the facts
His momma taught him how to act
At puberty they paid their dues
The pool-hall was the moulin rouge

And he likes her skirt
And she like his tight levi's
Fanning flames of the fire
That burned higher than the fire in their eyes

Momma's downtown on her lips
Daddy's on a business trip 
A pinch from momma's treasure chest
Daddy comes up with the rest

And some people's kids don't know how fast time flies
Now their paying for the fire burning higher than the fire in their eyes

Some peoples kids can't see
All some people's kids really need
Is someone to be there
To love 'em and to care, about them

Daddy was a rollin' stone
Momma chose to live alone
Susie's out there on the wine
Jimmy was friend of mine

And some peoples kids gotta sing so it's no surprise
That the flame of the fire's burnin' higher than the fire in their eyes"

ML957,Underoath,A Boy Brushed Red Living In Black And White,neg,"Can you feel your heartbeat racing?
Can you taste the fear in her sweat?
You've done this wrong, It's too far gone
These sheets tell of regret
I admit that I'm just a fool for you
I am just a fool for you

Here is where we both go wrong

Tonight's your last chance to
Do exactly what you want to
And this could be my night
This is what makes me feel alive
Makes you feel alive

Here is where we both go wrong
So sign me up and toss this key
'Cause for now we're living...
In this moment, and we both ignore the truth
It's all over, It's all over
I feel your heart against mine
So take a breath and close your eyes, rise

Your lungs have failed and they've both stopped breathing
My heart is dead and it's way past beating
Something has gone terribly wrong
I'm scared, you're scared, we're scared of this
I never thought we'd make it out alive
I never told you but it's all in your goodbyes
It's all in your goodbyes

Well look who's dying now
Slit wrists sleeping with the girl next door
I always knew you were such a sucker for that
It doesn't matter what you say
You never mattered anyway
