,title,artist,valence,arousal,dominance,sd_valence,sd_arousal,sd_dominance,empty,empty,empty,empty,unknown,total_number_of_words,emotional_impact_words,empty,norm_valence,norm_arousal,norm_dominance,empty,empty,empty,empty,empty,empty,empty,norm_unknown,norm_total,norm_emotional_impact,empty
ML126,Living Inside Myself,Gino Vannelli,5.4192857142857145,4.606428571428573,5.07125,1.5887499999999999,2.5089285714285707,2.2439285714285715,0,0,0,0,59,115,56,0,60.214285714285715,51.182539682539705,56.34722222222222,0,0,0,0,0,0,0,51.30434782608696,100,48.69565217391305,0.0
ML128,I'm The Only One,Melissa Etheridge,5.600434782608691,4.374239130434785,5.227608695652174,1.7128260869565206,2.3530434782608696,2.232391304347825,0,0,0,0,100,192,92,0,62.22705314009656,48.602657004830945,58.08454106280193,0,0,0,0,0,0,0,52.083333333333336,100,47.91666666666667,0.0
ML129,Go Your Own Way,Fleetwood Mac,5.8338333333333345,3.9878333333333362,5.099833333333335,1.4861666666666669,2.244166666666666,2.0259999999999994,0,0,0,0,24,84,60,0,64.82037037037038,44.30925925925929,56.66481481481483,0,0,0,0,0,0,0,28.57142857142857,100,71.42857142857143,0.0
ML130,Rock Me Gently,Andy Kim,6.544526315789478,4.184842105263156,5.715157894736838,1.6694736842105269,2.494842105263159,2.175368421052634,0,0,0,0,49,144,95,0,72.71695906432754,46.49824561403507,63.50175438596486,0,0,0,0,0,0,0,34.02777777777778,100,65.97222222222221,0.0
ML131,Lonely Days,The Bee Gees,5.3550892857142856,3.941785714285716,4.975714285714285,1.5175000000000018,2.456250000000002,1.9734821428571432,0,0,0,0,16,128,112,0,59.50099206349206,43.797619047619065,55.28571428571428,0,0,0,0,0,0,0,12.5,100,87.5,0.0
ML132,Passion,Rod Stewart,6.470363636363632,5.018484848484852,5.745272727272729,1.6203030303030315,2.415272727272723,2.271333333333336,0,0,0,0,112,277,165,0,71.89292929292924,55.760942760942804,63.83636363636366,0,0,0,0,0,0,0,40.43321299638989,100,59.56678700361011,0.0
ML133,Pride ,U2,6.239577464788733,4.08760563380282,5.5256338028169,1.564084507042254,2.4746478873239437,2.567605633802816,0,0,0,0,10,81,71,0,69.32863849765259,45.41784037558689,61.39593114241,0,0,0,0,0,0,0,12.345679012345679,100,87.65432098765432,0.0
ML134,Nasty,Janet Jackson,4.792222222222224,4.584296296296302,5.048222222222224,1.78896296296296,2.2963703703703717,2.089777777777778,0,0,0,0,71,206,135,0,53.24691358024694,50.93662551440336,56.091358024691374,0,0,0,0,0,0,0,34.46601941747573,100,65.53398058252428,0.0
ML135,What Is Love?,Howard Jones,6.888333333333333,4.929791666666669,5.646874999999998,1.4787499999999998,2.866458333333334,2.6508333333333343,0,0,0,0,62,110,48,0,76.53703703703702,54.77546296296299,62.74305555555553,0,0,0,0,0,0,0,56.36363636363636,100,43.63636363636363,0.0
ML136,A Change Would Do You Good,Sheryl Crow,6.070927152317878,3.961920529801323,5.780993377483442,1.6390066225165567,2.3993377483443723,2.0954966887417217,0,0,0,0,41,192,151,0,67.45474613686531,44.0213392200147,64.23325974981603,0,0,0,0,0,0,0,21.354166666666664,100,78.64583333333334,0.0
ML137,King For A Day,The Thompson Twins,6.365203252032523,4.179756097560979,5.607886178861787,1.6174796747967457,2.4253658536585356,2.2768292682926825,0,0,0,0,45,168,123,0,70.72448057813915,46.441734417344215,62.30984643179764,0,0,0,0,0,0,0,26.785714285714285,100,73.21428571428571,0.0
ML138,Second Chance,.38 Special,6.004724409448825,4.214645669291343,5.469527559055116,1.6862204724409444,2.4333858267716533,2.2609448818897637,0,0,0,0,78,205,127,0,66.71916010498694,46.82939632545937,60.77252843394573,0,0,0,0,0,0,0,38.048780487804876,100,61.951219512195124,0.0
ML139,Strangelove,Depeche Mode,5.615882352941179,4.245098039215687,5.390392156862745,1.4101960784313725,2.3907843137254883,2.082156862745099,0,0,0,0,54,156,102,0,62.39869281045755,47.16775599128542,59.89324618736383,0,0,0,0,0,0,0,34.61538461538461,100,65.38461538461539,0.0
ML140,Too Shy,Kajagoogoo,5.36835820895523,3.698656716417916,4.80044776119403,1.7347761194029825,2.1789552238805983,2.1625373134328356,0,0,0,0,96,163,67,0,59.648424543946994,41.096185737976846,53.33830845771144,0,0,0,0,0,0,0,58.895705521472394,100,41.104294478527606,0.0
ML141,Money ,The Flying Lizards,6.35816666666667,5.322000000000001,5.6011666666666615,1.7924999999999989,2.261833333333334,2.6223333333333367,0,0,0,0,39,99,60,0,70.64629629629634,59.13333333333334,62.235185185185124,0,0,0,0,0,0,0,39.39393939393939,100,60.60606060606061,0.0
ML142,Danger Zone,Kenny Loggins,4.946785714285713,4.6380357142857145,5.1324999999999985,1.6923214285714285,2.444464285714285,2.081071428571428,0,0,0,0,22,78,56,0,54.964285714285694,51.53373015873016,57.027777777777764,0,0,0,0,0,0,0,28.205128205128204,100,71.7948717948718,0.0
ML143,Think I'm In Love,Eddie Money,6.858441558441559,4.5441558441558465,5.9233766233766225,1.6442857142857144,2.6240259740259733,2.408571428571427,0,0,0,0,78,155,77,0,76.20490620490621,50.490620490620515,65.8152958152958,0,0,0,0,0,0,0,50.32258064516129,100,49.67741935483871,0.0
ML144,Bad Girls,Donna Summer,5.367238805970151,4.1919402985074665,5.158283582089551,1.7546268656716406,2.4103731343283554,2.009179104477611,0,0,0,0,63,197,134,0,59.63598673300167,46.577114427860735,57.314262023217225,0,0,0,0,0,0,0,31.979695431472084,100,68.02030456852792,0.0
ML145,Authority Song,John Cougar Mellencamp,5.542636363636365,5.002090909090914,5.770272727272733,1.8392727272727283,2.49227272727273,2.1503636363636365,0,0,0,0,71,181,110,0,61.58484848484851,55.57878787878793,64.11414141414147,0,0,0,0,0,0,0,39.226519337016576,100,60.773480662983424,0.0
ML146,Janie's Got A Gun,Aerosmith,5.5750961538461565,5.168269230769233,5.328653846153846,1.7308653846153859,2.4072115384615396,2.1984615384615394,0,0,0,0,140,244,104,0,61.94551282051285,57.42521367521369,59.20726495726495,0,0,0,0,0,0,0,57.377049180327866,100,42.62295081967213,0.0
ML147,Only The Lonely,The Motels,5.565897435897434,4.11871794871795,5.22820512820513,1.5587179487179488,2.426153846153846,1.9717948717948712,0,0,0,0,24,63,39,0,61.84330484330482,45.76353276353277,58.091168091168115,0,0,0,0,0,0,0,38.095238095238095,100,61.904761904761905,0.0
ML150,Lonely Boy,Andrew Gold,5.448208955223881,4.22029850746269,5.037761194029851,1.703283582089553,2.485522388059703,2.161194029850746,0,0,0,0,59,126,67,0,60.53565505804311,46.89220563847434,55.97512437810945,0,0,0,0,0,0,0,46.82539682539682,100,53.17460317460318,0.0
ML152,I Don't Want Your Love,Duran Duran,6.624935897435893,4.947307692307693,5.821923076923068,1.5519230769230754,2.554358974358978,2.538333333333334,0,0,0,0,91,247,156,0,73.61039886039882,54.97008547008548,64.6880341880341,0,0,0,0,0,0,0,36.84210526315789,100,63.1578947368421,0.0
ML153,More Than Words Can Say,Alias,5.788076923076921,4.028076923076923,5.5407692307692304,1.656153846153845,2.3340384615384626,2.0921153846153837,0,0,0,0,26,78,52,0,64.31196581196578,44.75641025641025,61.56410256410257,0,0,0,0,0,0,0,33.33333333333333,100,66.66666666666666,0.0
ML154,Is It Love,Mr. Mister,6.9550793650793645,4.810000000000006,5.72063492063492,1.4996825396825402,2.7938095238095233,2.5336507936507924,0,0,0,0,36,99,63,0,77.27865961199295,53.44444444444451,63.562610229276885,0,0,0,0,0,0,0,36.36363636363637,100,63.63636363636363,0.0
ML155,I'm Too Sexy,Right Said Fred,6.250833333333333,5.0325000000000015,5.733690476190476,1.7099999999999984,2.3192857142857144,2.215714285714286,0,0,0,0,35,119,84,0,69.4537037037037,55.916666666666686,63.707671957671955,0,0,0,0,0,0,0,29.411764705882355,100,70.58823529411765,0.0
ML156,Lonely Ol' Night,John Mellencamp,5.150833333333335,3.958095238095237,5.023452380952379,1.6021428571428573,2.379404761904762,2.039285714285714,0,0,0,0,61,145,84,0,57.231481481481495,43.97883597883597,55.81613756613754,0,0,0,0,0,0,0,42.06896551724138,100,57.931034482758626,0.0
ML157,Whenever I Call You Friend ,Kenny Loggins,6.87733333333333,4.135238095238093,5.943999999999998,1.6337142857142855,2.5476190476190466,2.1424761904761906,0,0,0,0,89,194,105,0,76.41481481481478,45.94708994708992,66.04444444444442,0,0,0,0,0,0,0,45.876288659793815,100,54.123711340206185,0.0
ML159,A View To A Kill,Duran Duran,5.424512195121949,4.93256097560976,5.323658536585364,1.6265853658536582,2.4090243902439035,2.267926829268293,0,0,0,0,13,95,82,0,60.272357723577215,54.80623306233066,59.15176151761515,0,0,0,0,0,0,0,13.684210526315791,100,86.31578947368422,0.0
ML161,Just Between You And Me,April Wine,6.277636363636364,4.435454545454548,5.4943636363636355,1.6245454545454545,2.5543636363636364,2.355272727272727,0,0,0,0,29,84,55,0,69.75151515151515,49.28282828282832,61.04848484848484,0,0,0,0,0,0,0,34.523809523809526,100,65.47619047619048,0.0
ML163,I'm Like A Bird,Nelly Furtado,6.584429530201352,4.061543624161074,5.827516778523477,1.7865100671140948,2.381812080536912,2.186845637583891,0,0,0,0,96,245,149,0,73.16032811334836,45.1282624906786,64.75018642803863,0,0,0,0,0,0,0,39.183673469387756,100,60.816326530612244,0.0
ML164,Can't Buy Me Love,The Beatles,6.962469135802469,4.7127160493827205,6.147037037037034,1.6635802469135799,2.517777777777778,2.337654320987654,0,0,0,0,58,139,81,0,77.36076817558299,52.363511659808005,68.30041152263371,0,0,0,0,0,0,0,41.726618705035975,100,58.27338129496403,0.0
ML165,Kiss Me Deadly,Lita Ford,6.358977272727267,4.728409090909097,5.690795454545449,1.6206818181818177,2.543750000000002,2.1132954545454568,0,0,0,0,61,149,88,0,70.65530303030296,52.53787878787886,63.231060606060545,0,0,0,0,0,0,0,40.939597315436245,100,59.06040268456376,0.0
ML166,Disco Inferno,The Trammps,5.241159420289855,4.928260869565214,4.890942028985506,1.9205072463768134,2.491086956521737,2.3439130434782585,0,0,0,0,56,194,138,0,58.23510466988728,54.758454106280155,54.343800322061185,0,0,0,0,0,0,0,28.865979381443296,100,71.1340206185567,0.0
ML167,This Fire Burns,Killswitch Engage,4.925526315789474,4.776315789473687,5.043947368421051,1.7831578947368423,2.353684210526316,2.3442105263157904,0,0,0,0,38,76,38,0,54.7280701754386,53.07017543859652,56.04385964912279,0,0,0,0,0,0,0,50.0,100,50.0,0.0
ML168,Lip Gloss And Black,Atreyu,5.194939759036144,4.707951807228913,5.237710843373493,1.6683132530120486,2.3910843373493966,2.320240963855423,0,0,0,0,31,114,83,0,57.721552878179374,52.3105756358768,58.19678714859437,0,0,0,0,0,0,0,27.192982456140353,100,72.80701754385966,0.0
ML170,Lifewar,Demon Hunter,5.117446808510637,4.550425531914895,4.920000000000001,1.6744680851063825,2.3440425531914904,2.288510638297872,0,0,0,0,14,61,47,0,56.86052009456264,50.560283687943276,54.66666666666667,0,0,0,0,0,0,0,22.950819672131146,100,77.04918032786885,0.0
ML171,Bandages,Hot Hot Heat,4.420138888888892,4.003263888888884,4.852986111111104,1.7768749999999962,2.240763888888892,2.0985416666666676,0,0,0,0,80,224,144,0,49.11265432098769,44.48070987654316,53.92206790123449,0,0,0,0,0,0,0,35.714285714285715,100,64.28571428571429,0.0
ML172,Love You More,Buzzcocks,6.108809523809524,4.608809523809525,5.50333333333333,1.6852380952380956,2.536666666666667,2.2366666666666677,0,0,0,0,36,78,42,0,67.87566137566138,51.208994708994716,61.14814814814812,0,0,0,0,0,0,0,46.15384615384615,100,53.84615384615385,0.0
ML174,Sick And Sad,Streetlight Manifesto,5.065000000000002,3.8041666666666654,4.979047619047617,1.4828571428571418,2.326666666666667,2.047142857142857,0,0,0,0,50,134,84,0,56.2777777777778,42.268518518518505,55.3227513227513,0,0,0,0,0,0,0,37.3134328358209,100,62.68656716417911,0.0
ML175,The Fire,Reel Big Fish,5.13063829787234,4.600851063829788,5.3999999999999995,1.6797872340425526,2.3406382978723403,2.171914893617021,0,0,0,0,53,100,47,0,57.00709219858155,51.12056737588654,60.0,0,0,0,0,0,0,0,53.0,100,47.0,0.0
ML176,Take A Look Around,Limp Bizkit,5.06935294117648,4.671823529411763,5.2395882352941205,1.594470588235294,2.2758823529411765,2.2598235294117663,0,0,0,0,174,344,170,0,56.326143790849784,51.909150326797366,58.21764705882356,0,0,0,0,0,0,0,50.58139534883721,100,49.41860465116279,0.0
ML177,The Bravest Kids,Rancid,5.842857142857143,4.075714285714286,5.178571428571428,1.665714285714286,2.2576190476190474,2.237619047619048,0,0,0,0,19,40,21,0,64.92063492063492,45.285714285714285,57.53968253968253,0,0,0,0,0,0,0,47.5,100,52.5,0.0
ML178,White Riot,The Clash,4.735512820512818,4.828846153846154,4.664743589743588,1.8441025641025648,2.34525641025641,2.2773076923076907,0,0,0,0,38,116,78,0,52.61680911680909,53.65384615384616,51.83048433048431,0,0,0,0,0,0,0,32.758620689655174,100,67.24137931034483,0.0
ML180,Uphold Me,The Winans,6.300419161676655,4.539041916167653,6.016467065868265,1.567125748502995,2.532634730538923,2.255149700598805,0,0,0,0,115,282,167,0,70.00465735196283,50.433799068529474,66.84963406520295,0,0,0,0,0,0,0,40.78014184397163,100,59.21985815602837,0.0
ML181,We Fall Down,Donnie McClurkin,5.194062500000001,3.683750000000001,5.2496875,1.8143749999999998,2.0984375,2.1803125,0,0,0,0,10,42,32,0,57.71180555555557,40.93055555555557,58.329861111111114,0,0,0,0,0,0,0,23.809523809523807,100,76.19047619047619,0.0
ML182,God Has Not 4got,Tonex,5.606000000000002,4.301,5.284,1.7845000000000002,2.5085,2.0715,0,0,0,0,16,36,20,0,62.288888888888906,47.78888888888889,58.71111111111111,0,0,0,0,0,0,0,44.44444444444444,100,55.55555555555556,0.0
ML183,My Name Is Victory ,Jonathan Nelson,6.146610169491522,4.305762711864407,5.906779661016944,1.7394915254237273,2.3196610169491536,2.290338983050848,0,0,0,0,43,102,59,0,68.2956685499058,47.84180790960452,65.63088512241048,0,0,0,0,0,0,0,42.15686274509804,100,57.84313725490197,0.0
ML184,Joy Of The Lord,Tamela Mann,6.34293333333333,4.635866666666669,5.961333333333334,1.6201333333333345,2.575733333333332,2.152266666666667,0,0,0,0,61,136,75,0,70.47703703703701,51.50962962962965,66.23703703703706,0,0,0,0,0,0,0,44.85294117647059,100,55.14705882352941,0.0
ML185,Waging War,CeCe Winans,4.775733333333332,4.723600000000001,5.084533333333334,1.7553333333333339,2.3468,2.3360000000000007,0,0,0,0,45,120,75,0,53.06370370370369,52.484444444444456,56.494814814814816,0,0,0,0,0,0,0,37.5,100,62.5,0.0
ML186,Peace,Juanita Bynum,6.317209302325581,4.401162790697677,5.880697674418604,1.7651162790697676,2.499302325581395,2.128372093023255,0,0,0,0,14,57,43,0,70.19121447028424,48.90180878552975,65.34108527131782,0,0,0,0,0,0,0,24.561403508771928,100,75.43859649122807,0.0
ML187,Desire Of My Heart,Vanessa Bell Armstrong,7.03,5.262702702702702,5.959459459459458,1.5767567567567573,2.593243243243242,2.2194594594594594,0,0,0,0,11,48,37,0,78.11111111111111,58.47447447447447,66.2162162162162,0,0,0,0,0,0,0,22.916666666666664,100,77.08333333333334,0.0
ML188,The Thrill Is Gone,B.B. King,7.002105263157893,5.146315789473683,5.856578947368422,1.6065789473684209,2.4642105263157914,2.3447368421052626,0,0,0,0,39,77,38,0,77.80116959064325,57.18128654970759,65.0730994152047,0,0,0,0,0,0,0,50.649350649350644,100,49.35064935064935,0.0
ML189,Moments In Love,The Art Of Noise,7.049999999999999,4.704999999999999,5.960000000000001,1.4700000000000004,2.7799999999999994,2.2250000000000005,0,0,0,0,0,16,16,0,78.33333333333331,52.27777777777777,66.22222222222223,0,0,0,0,0,0,0,0.0,100,100.0,0.0
ML190,Chasing Pirates,Norah Jones,5.36176470588235,4.407058823529412,5.2182352941176475,1.736764705882353,2.407941176470589,2.2176470588235295,0,0,0,0,34,68,34,0,59.57516339869278,48.96732026143791,57.98039215686275,0,0,0,0,0,0,0,50.0,100,50.0,0.0
ML191,Never As Good As The First Time,Sade,6.332666666666672,3.9695833333333357,5.52566666666667,1.5388333333333333,2.442500000000001,2.2210000000000005,0,0,0,0,44,164,120,0,70.36296296296302,44.1064814814815,61.39629629629633,0,0,0,0,0,0,0,26.82926829268293,100,73.17073170731707,0.0
ML192,Through The Fire,Chaka Khan,5.6322619047619025,4.472738095238098,5.270000000000001,1.7704761904761919,2.3082142857142864,2.2085714285714286,0,0,0,0,48,132,84,0,62.58068783068781,49.69708994708998,58.55555555555557,0,0,0,0,0,0,0,36.36363636363637,100,63.63636363636363,0.0
ML193,Fallin',Alicia Keys,6.38254901960784,4.456274509803925,5.560784313725492,1.6968627450980396,2.600980392156864,2.142549019607842,0,0,0,0,38,89,51,0,70.917211328976,49.51416122004361,61.786492374727686,0,0,0,0,0,0,0,42.69662921348314,100,57.30337078651685,0.0
ML194,I Couldn't Love You More,Sade,6.712999999999998,4.518000000000003,5.7501999999999995,1.5372000000000006,2.5709999999999997,2.3583999999999996,0,0,0,0,39,89,50,0,74.58888888888887,50.20000000000004,63.89111111111111,0,0,0,0,0,0,0,43.82022471910113,100,56.17977528089888,0.0
ML195,It's Probably Me,Sting,5.317798165137614,4.309908256880733,5.590000000000001,1.6676146788990829,2.357064220183486,2.139082568807339,0,0,0,0,41,150,109,0,59.08664627930682,47.887869520897034,62.11111111111112,0,0,0,0,0,0,0,27.333333333333332,100,72.66666666666667,0.0
ML197,Lost Without U,Robin Thicke,6.227333333333333,4.430190476190481,5.650190476190476,1.7146666666666672,2.4434285714285715,2.3091428571428585,0,0,0,0,47,152,105,0,69.19259259259259,49.224338624338685,62.77989417989417,0,0,0,0,0,0,0,30.92105263157895,100,69.07894736842105,0.0
ML198,No Ordinary Love,Sade,6.651333333333336,4.294000000000005,5.674799999999996,1.5566666666666664,2.5642666666666676,2.245466666666669,0,0,0,0,58,133,75,0,73.90370370370374,47.711111111111165,63.053333333333285,0,0,0,0,0,0,0,43.609022556390975,100,56.390977443609025,0.0
ML199,Any Love,Luther Vandross,6.347912087912087,4.389340659340661,5.695274725274724,1.669230769230769,2.498461538461539,2.2765934065934057,0,0,0,0,33,124,91,0,70.53235653235653,48.770451770451785,63.28083028083027,0,0,0,0,0,0,0,26.61290322580645,100,73.38709677419355,0.0
ML200,Kiss Of Life,Sade,6.916744186046507,4.842790697674419,5.943720930232551,1.74767441860465,2.679302325581397,2.2810465116279066,0,0,0,0,50,136,86,0,76.85271317829452,53.80878552971576,66.04134366925058,0,0,0,0,0,0,0,36.76470588235294,100,63.23529411764706,0.0
ML201,Lucky ,Jason Mraz,6.795731707317073,4.2808536585365875,5.803780487804881,1.6818292682926825,2.5052439024390245,2.2435365853658538,0,0,0,0,43,125,82,0,75.50813008130082,47.56504065040653,64.48644986449867,0,0,0,0,0,0,0,34.4,100,65.60000000000001,0.0
ML206,Same Ole Love ,Anita Baker,6.398955223880599,4.464029850746271,5.667014925373135,1.6468656716417904,2.440895522388061,2.3391044776119405,0,0,0,0,44,111,67,0,71.09950248756222,49.60033167495856,62.96683250414594,0,0,0,0,0,0,0,39.63963963963964,100,60.36036036036037,0.0
ML207,Caribbean Blue,Enya,6.476000000000001,3.9379999999999997,5.7435,1.6869999999999998,2.381,2.1455,0,0,0,0,22,42,20,0,71.95555555555558,43.75555555555555,63.81666666666667,0,0,0,0,0,0,0,52.38095238095239,100,47.61904761904761,0.0
ML208,This Will Be,Natalie Cole,7.345849056603773,4.785283018867929,6.032075471698114,1.4801886792452834,2.750566037735849,2.4449056603773593,0,0,0,0,57,110,53,0,81.62054507337524,53.16981132075477,67.02306079664571,0,0,0,0,0,0,0,51.81818181818182,100,48.18181818181818,0.0
ML209,Scream,Avenged Sevenfold,5.14507692307692,4.721000000000003,5.2659999999999965,1.6781538461538468,2.270384615384617,2.216153846153847,0,0,0,0,75,205,130,0,57.16752136752133,52.455555555555584,58.51111111111108,0,0,0,0,0,0,0,36.58536585365854,100,63.41463414634146,0.0
ML210,Holier Than Thou,Metallica,5.2565,4.098000000000001,5.2467500000000005,1.5952499999999998,2.3882499999999998,2.235749999999999,0,0,0,0,38,78,40,0,58.40555555555555,45.53333333333334,58.29722222222223,0,0,0,0,0,0,0,48.717948717948715,100,51.28205128205128,0.0
ML211,Take Back The Fear,Hail The Villain,5.021290322580646,4.054516129032259,5.142903225806452,1.626774193548387,2.2512903225806453,2.322258064516129,0,0,0,0,32,63,31,0,55.792114695340516,45.05017921146955,57.14336917562725,0,0,0,0,0,0,0,50.79365079365079,100,49.2063492063492,0.0
