,title,artist,valence,arousal,dominance,sd_valence,sd_arousal,sd_dominance,empty,empty,empty,empty,unknown,total_number_of_words,emotional_impact_words,empty,norm_valence,norm_arousal,norm_dominance,empty,empty,empty,empty,empty,empty,empty,norm_unknown,norm_total,norm_emotional_impact,empty,genre,year
b4365,let it rock,kevin rudolf featuring lil wayne,5.712848484848493,4.025939393939392,5.60333333333333,1.7104848484848485,2.2770909090909086,2.170787878787879,0,0,0,0,63,228,165,0,63.47609427609437,44.732659932659914,62.259259259259224,0,0,0,0,0,0,0,27.631578947368425,100,72.36842105263158,0.0,1,2008
b4366,get like me,david banner featuring chris brown,5.771198347107444,4.090041322314048,5.640867768595043,1.6162809917355374,2.310991735537189,2.1753719008264456,0,0,0,0,183,425,242,0,64.1244260789716,45.4449035812672,62.67630853994493,0,0,0,0,0,0,0,43.05882352941177,100,56.94117647058824,0.0,1,2008
b4367,realize,colbie caillat,6.316071428571428,3.788392857142859,6.079642857142858,1.6510714285714294,2.455178571428571,2.003035714285713,0,0,0,0,57,113,56,0,70.17857142857142,42.09325396825399,67.5515873015873,0,0,0,0,0,0,0,50.442477876106196,100,49.557522123893804,0.0,1,2008
b4368,put on,young jeezy featuring kanye west,5.615290102389075,4.084573378839589,5.512525597269631,1.5655290102389094,2.277542662116037,2.0139590443685953,0,0,0,0,116,409,293,0,62.3921122487675,45.38414865377321,61.250284414107014,0,0,0,0,0,0,0,28.361858190709043,100,71.63814180929096,0.0,1,2008
b4369,the time of my life,david cook,6.017386363636367,4.11443181818182,5.463181818181817,1.7588636363636367,2.423295454545456,2.2431818181818177,0,0,0,0,38,126,88,0,66.85984848484853,45.71590909090911,60.70202020202019,0,0,0,0,0,0,0,30.158730158730158,100,69.84126984126983,0.0,1,2008
b4370,lolli lolli pop that body,three 6 mafia,5.92233009708738,4.1856796116504835,5.6381067961165074,1.7097572815533977,2.3524271844660207,2.201844660194172,0,0,0,0,150,356,206,0,65.80366774541534,46.50755124056093,62.64563106796119,0,0,0,0,0,0,0,42.13483146067416,100,57.865168539325836,0.0,1,2008
b4371,cyclone,baby bash featuring tpain,5.5855670103092905,4.383247422680413,5.288969072164943,1.6372164948453605,2.375051546391755,2.1540206185566992,0,0,0,0,118,312,194,0,62.06185567010323,48.70274914089348,58.76632302405493,0,0,0,0,0,0,0,37.82051282051282,100,62.17948717948718,0.0,1,2008
b4372,love like this,natasha bedingfield featuring sean kingston,6.457886597938153,4.073865979381443,5.882216494845359,1.6388659793814406,2.4560824742268044,2.0927835051546393,0,0,0,0,106,300,194,0,71.75429553264614,45.2651775486827,65.35796105383731,0,0,0,0,0,0,0,35.333333333333336,100,64.66666666666666,0.0,1,2008
b4373,burnin up,jonas brothers featuring big rob,5.720857142857141,4.223428571428575,5.311285714285714,1.7477142857142856,2.3242857142857147,2.160571428571429,0,0,0,0,85,155,70,0,63.56507936507934,46.926984126984166,59.014285714285705,0,0,0,0,0,0,0,54.83870967741935,100,45.16129032258064,0.0,1,2008
b4374,love lockdown,kanye west,6.247428571428573,4.188857142857147,5.475142857142853,1.6420952380952376,2.524190476190474,2.282190476190475,0,0,0,0,124,229,105,0,69.41587301587305,46.54285714285719,60.834920634920586,0,0,0,0,0,0,0,54.14847161572053,100,45.851528384279476,0.0,1,2008
b4375,i luv your girl,thedream,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,2008
b4376,crush,david archuleta,6.075256410256409,4.032948717948719,5.498589743589741,1.7019230769230773,2.3417948717948716,2.093333333333333,0,0,0,0,88,166,78,0,67.50284900284899,44.810541310541325,61.09544159544157,0,0,0,0,0,0,0,53.01204819277109,100,46.98795180722892,0.0,1,2008
b4377,hypnotized,plies featuring akon,5.9974324324324355,4.119594594594593,5.410810810810807,1.7015540540540541,2.3214189189189183,2.123648648648648,0,0,0,0,126,274,148,0,66.63813813813817,45.773273273273254,60.12012012012008,0,0,0,0,0,0,0,45.98540145985402,100,54.01459854014598,0.0,1,2008
b4378,big girls dont cry,fergie,6.076293103448281,4.256034482758621,5.535689655172413,1.7096551724137927,2.3765517241379333,2.0980172413793103,0,0,0,0,74,190,116,0,67.51436781609202,47.28927203065135,61.50766283524903,0,0,0,0,0,0,0,38.94736842105263,100,61.05263157894737,0.0,1,2008
b4379,good life,kanye west featuring tpain,6.223837837837843,4.324054054054054,5.748054054054057,1.6373513513513516,2.3917297297297297,2.087081081081083,0,0,0,0,131,316,185,0,69.15375375375382,48.04504504504504,63.8672672672673,0,0,0,0,0,0,0,41.45569620253164,100,58.54430379746836,0.0,1,2008
b4380,womanizer,britney spears,5.486837606837607,4.230170940170945,5.381709401709399,1.7938461538461539,2.515470085470085,2.229914529914531,0,0,0,0,162,279,117,0,60.96486229819564,47.00189933523272,59.796771130104425,0,0,0,0,0,0,0,58.06451612903226,100,41.935483870967744,0.0,1,2008
b4381,love story,taylor swift,6.025631067961163,4.201456310679615,5.466019417475726,1.6678640776699023,2.4328155339805826,2.2290291262135935,0,0,0,0,77,180,103,0,66.95145631067959,46.682847896440165,60.73354908306362,0,0,0,0,0,0,0,42.77777777777778,100,57.22222222222222,0.0,1,2008
b4382,just fine,mary j blige,6.217173913043476,4.191347826086958,5.754565217391296,1.6353043478260916,2.4104347826086943,2.124130434782613,0,0,0,0,113,343,230,0,69.07971014492752,46.5705314009662,63.93961352656996,0,0,0,0,0,0,0,32.94460641399417,100,67.05539358600583,0.0,1,2008
b4383,piece of me,britney spears,5.541194029850743,4.271940298507461,5.268507462686567,1.7102985074626857,2.2529850746268645,2.193731343283583,0,0,0,0,47,114,67,0,61.56882255389715,47.46600331674957,58.53897180762853,0,0,0,0,0,0,0,41.228070175438596,100,58.77192982456141,0.0,1,2008
b4384,the boss,rick ross featuring tpain,5.456416184971094,4.114450867052023,5.349421965317918,1.6139884393063593,2.2683236994219644,2.2147398843930626,0,0,0,0,246,419,173,0,60.62684649967883,45.71612074502248,59.43802183686575,0,0,0,0,0,0,0,58.711217183770884,100,41.288782816229116,0.0,3,2008
b4385,all summer long,kid rock,6.5438518518518505,4.174518518518517,5.920296296296296,1.5978518518518503,2.5046666666666684,2.069629629629629,0,0,0,0,93,228,135,0,72.70946502057612,46.38353909465019,65.78106995884774,0,0,0,0,0,0,0,40.78947368421053,100,59.210526315789465,0.0,1,2008
b4386,cant help but wait,trey songz,6.180666666666665,4.140500000000002,5.856416666666663,1.696750000000001,2.372333333333334,2.1469166666666677,0,0,0,0,93,213,120,0,68.67407407407406,46.005555555555574,65.07129629629625,0,0,0,0,0,0,0,43.66197183098591,100,56.33802816901409,0.0,1,2008
b4387,in love with a girl,gavin degraw,6.217441860465117,4.242558139534886,5.603410852713175,1.604883720930232,2.446434108527133,2.251627906976745,0,0,0,0,77,206,129,0,69.0826873385013,47.13953488372095,62.26012058570195,0,0,0,0,0,0,0,37.37864077669903,100,62.62135922330098,0.0,1,2008
b4388,my life,the game featuring lil wayne,5.621910569105692,4.360203252032517,5.466138211382116,1.8176422764227642,2.3752845528455273,2.142845528455283,0,0,0,0,181,427,246,0,62.46567299006324,48.446702800361294,60.73486901535685,0,0,0,0,0,0,0,42.38875878220141,100,57.61124121779859,0.0,3,2008
b4389,i remember,keyshia cole,5.674375,4.006875,5.388437499999998,1.4701562499999996,2.370156249999999,2.21203125,0,0,0,0,67,131,64,0,63.048611111111114,44.520833333333336,59.871527777777764,0,0,0,0,0,0,0,51.14503816793893,100,48.854961832061065,0.0,1,2008
b4390,flashing lights,kanye west featuring dwele,6.210877192982453,3.928508771929822,5.782982456140346,1.6160526315789459,2.3778070175438595,2.096052631578947,0,0,0,0,79,193,114,0,69.00974658869393,43.650097465886915,64.25536062378163,0,0,0,0,0,0,0,40.932642487046635,100,59.067357512953365,0.0,1,2008
b4391,mrs officer,lil wayne featuring bobby valentino,5.887476635514031,3.8734267912772498,5.591339563862923,1.6756697819314665,2.385732087227415,2.1855451713395597,0,0,0,0,250,571,321,0,65.41640706126701,43.03807545863611,62.12599515403248,0,0,0,0,0,0,0,43.78283712784589,100,56.21716287215411,0.0,1,2008
b4392,7 things,miley cyrus,5.632429906542056,4.206635514018694,5.618878504672894,1.5968224299065408,2.2866355140186916,2.075981308411215,0,0,0,0,63,170,107,0,62.58255451713395,46.74039460020771,62.431983385254384,0,0,0,0,0,0,0,37.05882352941177,100,62.94117647058823,0.0,1,2008
b4393,youre gonna miss this,trace adkins,5.957400000000002,3.8404000000000003,5.6328,1.6647999999999996,2.3195000000000006,2.1917000000000013,0,0,0,0,84,184,100,0,66.19333333333334,42.67111111111112,62.586666666666666,0,0,0,0,0,0,0,45.65217391304348,100,54.347826086956516,0.0,1,2008
b4394,love remains the same,gavin rossdale,5.8543055555555545,4.261944444444445,5.441388888888891,1.57,2.4408333333333325,2.241527777777778,0,0,0,0,74,146,72,0,65.04783950617282,47.35493827160495,60.4598765432099,0,0,0,0,0,0,0,50.68493150684932,100,49.31506849315068,0.0,1,2008
b4395,feels like tonight,daughtry,6.076909090909088,4.02909090909091,5.767454545454544,1.6127272727272728,2.3740000000000006,2.001454545454546,0,0,0,0,70,125,55,0,67.52121212121209,44.767676767676775,64.08282828282826,0,0,0,0,0,0,0,56.00000000000001,100,44.0,0.0,1,2008
b4396,the way i are,timbaland featuring keri hilson,6.237190082644625,4.300826446280993,5.709999999999995,1.656859504132232,2.333553719008264,2.1598347107438016,0,0,0,0,56,177,121,0,69.30211202938473,47.78696051423326,63.44444444444438,0,0,0,0,0,0,0,31.63841807909605,100,68.36158192090396,0.0,1,2008
b4397,addicted,saving abel,5.491408450704223,3.998450704225351,5.195633802816901,1.5490140845070428,2.1988732394366206,2.081830985915493,0,0,0,0,67,138,71,0,61.015649452269145,44.427230046948345,57.72926447574335,0,0,0,0,0,0,0,48.55072463768116,100,51.449275362318836,0.0,1,2008
b4398,into the night,santana featuring chad kroeger,6.341428571428571,4.14012987012987,5.6551948051948076,1.699220779220779,2.5032467532467537,2.111818181818182,0,0,0,0,147,224,77,0,70.46031746031746,46.001443001443,62.83549783549787,0,0,0,0,0,0,0,65.625,100,34.375,0.0,1,2008
b4399,heaven sent,keyshia cole,6.347863247863248,3.8774358974359004,5.803675213675208,1.7880341880341883,2.393247863247863,2.234871794871794,0,0,0,0,158,275,117,0,70.5318138651472,43.08262108262112,64.48528015194675,0,0,0,0,0,0,0,57.45454545454546,100,42.54545454545455,0.0,1,2008
b4400,she got it,2 pistols featuring tpain and tay dizm,5.787888198757766,4.005465838509318,5.4434782608695595,1.6140372670807457,2.29335403726708,2.1109937888198766,0,0,0,0,202,363,161,0,64.3098688750863,44.50517598343687,60.48309178743955,0,0,0,0,0,0,0,55.64738292011019,100,44.352617079889804,0.0,1,2008
b4401,boom boom pow,the black eyed peas,5.091198156682037,4.922580645161301,5.344884792626723,1.8272350230414702,2.1604147465437773,2.0907373271889402,0,0,0,0,129,346,217,0,56.56886840757819,54.69534050179223,59.387608806963584,0,0,0,0,0,0,0,37.283236994219656,100,62.71676300578035,0.0,3,2009
b4402,poker face,lady gaga,6.269337349397594,4.4009036144578335,5.811927710843372,1.666807228915663,2.473855421686746,2.166867469879519,0,0,0,0,212,378,166,0,69.65930388219549,48.89892904953148,64.57697456492636,0,0,0,0,0,0,0,56.08465608465608,100,43.91534391534391,0.0,1,2009
b4403,just dance,lady gaga featuring colby odonis,5.835592105263155,4.3304605263157905,5.60131578947368,1.6175657894736841,2.3929605263157905,2.2287500000000016,0,0,0,0,150,302,152,0,64.83991228070172,48.11622807017545,62.23684210526311,0,0,0,0,0,0,0,49.668874172185426,100,50.331125827814574,0.0,1,2009
b4404,i gotta feeling,the black eyed peas,6.3195312500000105,3.7989583333333314,5.815624999999998,1.5723958333333325,2.333229166666668,2.0719270833333354,0,0,0,0,142,334,192,0,70.217013888889,42.210648148148124,64.61805555555553,0,0,0,0,0,0,0,42.51497005988024,100,57.48502994011976,0.0,1,2009
b4405,love story,taylor swift,6.025631067961163,4.201456310679615,5.466019417475726,1.6678640776699023,2.4328155339805826,2.2290291262135935,0,0,0,0,77,180,103,0,66.95145631067959,46.682847896440165,60.73354908306362,0,0,0,0,0,0,0,42.77777777777778,100,57.22222222222222,0.0,1,2009
b4406,right round,flo rida,6.131550000000004,4.248450000000002,5.616849999999997,1.5955,2.3922000000000057,2.1144500000000006,0,0,0,0,101,301,200,0,68.12833333333339,47.20500000000002,62.40944444444441,0,0,0,0,0,0,0,33.5548172757475,100,66.44518272425249,0.0,1,2009
b4407,im yours,jason mraz,5.885833333333331,4.170277777777778,5.634351851851846,1.6507407407407417,2.3874074074074065,2.1982407407407405,0,0,0,0,68,176,108,0,65.39814814814811,46.33641975308642,62.60390946502051,0,0,0,0,0,0,0,38.63636363636363,100,61.36363636363637,0.0,1,2009
b4408,single ladies put a ring on it,beyonce,5.860625,4.174513888888891,5.617361111111117,1.5658333333333327,2.3067361111111118,2.1393749999999994,0,0,0,0,157,301,144,0,65.11805555555556,46.38348765432101,62.415123456790184,0,0,0,0,0,0,0,52.159468438538205,100,47.840531561461795,0.0,1,2009
b4409,heartless,kanye west,5.5520869565217374,3.9876521739130433,5.474956521739132,1.5743478260869566,2.321565217391305,2.136173913043479,0,0,0,0,105,220,115,0,61.68985507246376,44.30724637681159,60.83285024154591,0,0,0,0,0,0,0,47.72727272727273,100,52.27272727272727,0.0,1,2009
b4410,gives you hell,the allamerican rejects,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,2009
b4411,you belong with me,taylor swift,6.312427184466018,3.6852427184466023,5.7278640776699055,1.6921359223300967,2.309514563106798,2.0866019417475727,0,0,0,0,74,177,103,0,70.13807982740019,40.947141316073356,63.642934196332284,0,0,0,0,0,0,0,41.80790960451977,100,58.19209039548022,0.0,1,2009
b4412,dead and gone,ti featuring justin timberlake,5.149821428571428,4.086535714285715,5.175392857142864,1.6512857142857114,2.294642857142854,2.1988928571428596,0,0,0,0,161,441,280,0,57.2202380952381,45.405952380952385,57.50436507936516,0,0,0,0,0,0,0,36.507936507936506,100,63.49206349206349,0.0,1,2009
b4413,you found me,the fray,4.900384615384615,4.010384615384617,5.204999999999999,1.6028846153846155,2.305576923076923,2.1717307692307695,0,0,0,0,66,118,52,0,54.44871794871794,44.55982905982908,57.83333333333332,0,0,0,0,0,0,0,55.932203389830505,100,44.06779661016949,0.0,3,2009
b4414,use somebody,kings of leon,6.389736842105262,4.171578947368421,5.8226315789473695,1.5247368421052634,2.3892105263157895,1.9771052631578954,0,0,0,0,38,76,38,0,70.9970760233918,46.35087719298246,64.69590643274856,0,0,0,0,0,0,0,50.0,100,50.0,0.0,1,2009
b4415,knock you down,keri hilson featuring kanye west and neyo,5.7774509803921585,4.275588235294119,5.462254901960782,1.6572549019607843,2.3999509803921586,2.153480392156863,0,0,0,0,145,349,204,0,64.19389978213509,47.506535947712436,60.691721132897584,0,0,0,0,0,0,0,41.54727793696275,100,58.45272206303726,0.0,1,2009
b4416,blame it,jamie foxx featuring tpain,5.24310880829016,4.267046632124351,5.117616580310878,1.8077202072538852,2.4405181347150235,2.1333160621761658,0,0,0,0,129,322,193,0,58.256764536557334,47.41162924582612,56.86240644789865,0,0,0,0,0,0,0,40.06211180124223,100,59.93788819875776,0.0,1,2009
b4417,i know you want me calle ocho,pitbull,6.1388050314465445,4.309371069182389,5.509559748427663,1.7204402515723283,2.2236477987421384,2.2581761006289307,0,0,0,0,221,380,159,0,68.20894479385049,47.881900768693214,61.21733053808514,0,0,0,0,0,0,0,58.15789473684211,100,41.8421052631579,0.0,1,2009
b4418,live your life,ti featuring rihanna,6.0127443609022615,4.387030075187969,5.683383458646624,1.7510150375939868,2.410112781954888,2.2074812030075197,0,0,0,0,263,529,266,0,66.80827067669179,48.74477861319966,63.1487050960736,0,0,0,0,0,0,0,49.7164461247637,100,50.2835538752363,0.0,1,2009
b4419,kiss me thru the phone,soulja boy tell em featuring sammie,6.251656441717793,4.233251533742329,5.569938650306748,1.6634355828220844,2.38331288343558,2.1712883435582833,0,0,0,0,137,300,163,0,69.46284935241992,47.03612815269254,61.88820722563053,0,0,0,0,0,0,0,45.666666666666664,100,54.333333333333336,0.0,1,2009
b4420,down,jay sean featuring lil wayne,5.611630434782607,4.246413043478262,5.241413043478261,1.7269565217391303,2.3582608695652176,2.2426086956521725,0,0,0,0,57,149,92,0,62.351449275362306,47.18236714975847,58.237922705314,0,0,0,0,0,0,0,38.25503355704698,100,61.74496644295302,0.0,1,2009
b4421,the climb,miley cyrus,5.842461538461536,4.017692307692307,5.727999999999999,1.7716923076923068,2.365538461538462,2.2038461538461536,0,0,0,0,119,184,65,0,64.91623931623928,44.64102564102563,63.644444444444424,0,0,0,0,0,0,0,64.67391304347827,100,35.32608695652174,0.0,1,2009
b4422,best i ever had,drake,5.829533678756478,4.171398963730571,5.66958549222798,1.7019689119170982,2.325388601036267,2.152124352331606,0,0,0,0,225,418,193,0,64.77259643062753,46.34887737478412,62.99539435808866,0,0,0,0,0,0,0,53.827751196172244,100,46.172248803827756,0.0,1,2009
b4423,my life would suck without you,kelly clarkson,5.264909090909091,4.3740000000000006,5.422545454545455,1.9409090909090907,2.2930909090909077,2.247818181818181,0,0,0,0,72,127,55,0,58.4989898989899,48.6,60.25050505050505,0,0,0,0,0,0,0,56.69291338582677,100,43.30708661417323,0.0,1,2009
b4424,halo,beyonce,6.231045751633983,3.7413725490196024,5.4224183006535895,2.0466013071895484,2.2622222222222237,2.2626143790849698,0,0,0,0,84,237,153,0,69.23384168482204,41.57080610021781,60.249092229484326,0,0,0,0,0,0,0,35.44303797468354,100,64.55696202531645,0.0,1,2009
b4425,hot n cold,katy perry,5.656938775510204,4.420714285714286,5.418979591836733,1.7495918367346939,2.3831632653061217,2.2373469387755103,0,0,0,0,107,205,98,0,62.85487528344671,49.11904761904762,60.21088435374148,0,0,0,0,0,0,0,52.19512195121951,100,47.80487804878049,0.0,1,2009
b4426,second chance,shinedown,5.8671875,4.144062500000001,5.61921875,1.7190624999999993,2.3289062499999993,2.15609375,0,0,0,0,54,118,64,0,65.19097222222223,46.0451388888889,62.435763888888886,0,0,0,0,0,0,0,45.76271186440678,100,54.23728813559322,0.0,1,2009
b4427,circus,britney spears,6.039447852760746,4.35036809815951,5.650613496932513,1.711779141104294,2.43521472392638,2.0245398773006116,0,0,0,0,56,219,163,0,67.10497614178605,48.337423312883445,62.78459441036125,0,0,0,0,0,0,0,25.570776255707763,100,74.42922374429224,0.0,1,2009
b4428,day n nite,kid cudi,5.903571428571425,4.200571428571431,5.483428571428576,1.6198571428571438,2.4495714285714323,2.1657857142857146,0,0,0,0,52,192,140,0,65.59523809523805,46.6730158730159,60.92698412698418,0,0,0,0,0,0,0,27.083333333333332,100,72.91666666666666,0.0,1,2009
b4429,party in the usa,miley cyrus,6.235181818181819,4.358272727272727,5.758181818181813,1.6871818181818166,2.4841818181818183,2.114818181818181,0,0,0,0,132,242,110,0,69.27979797979799,48.42525252525252,63.97979797979792,0,0,0,0,0,0,0,54.54545454545454,100,45.45454545454545,0.0,1,2009
b4430,dont trust me,3oh3,6.0748125,4.304187500000002,5.7716875000000085,1.859187499999999,2.3971249999999977,2.2584374999999994,0,0,0,0,120,280,160,0,67.49791666666667,47.82430555555558,64.12986111111121,0,0,0,0,0,0,0,42.857142857142854,100,57.14285714285714,0.0,1,2009
